Estimate,Std. Error,z value,Pr(z),paras,AIC,loglik,strain,exposure_hypothesis,rho,waning,boundaries
9.331130117603198,0.17384949186614956,53.67361168238234,0,rho_m,-130.4775904407593,71.23879522037964,a_229E_S1,Ordered,rho_05,Laddered,Unbounded
0.003481555842384068,0.0018842780045789666,1.8476869304442187,0.0646476457461225,b0,-130.4775904407593,71.23879522037964,a_229E_S1,Ordered,rho_05,Laddered,Unbounded
6.3317253973343455,1.6988103685733968,3.7271525500821574,1.936552554630328e-4,b1,-130.4775904407593,71.23879522037964,a_229E_S1,Ordered,rho_05,Laddered,Unbounded
10.575086925191645,1.661554732805316,6.364573321841169,1.9583335573829022e-10,b2,-130.4775904407593,71.23879522037964,a_229E_S1,Ordered,rho_05,Laddered,Unbounded
1,0.3013306287499451,3.31861385664129,9.046543367896598e-4,lambda_3,-130.4775904407593,71.23879522037964,a_229E_S1,Ordered,rho_05,Laddered,Unbounded
0.12849960318663625,0.012736838337619032,10.088814804778107,6.191250548548487e-24,sigma,-130.4775904407593,71.23879522037964,a_229E_S1,Ordered,rho_05,Laddered,Unbounded
10.301001094183345,6.639491576412752,1.5514743825835033,0.12078804182114813,rho_m,-36.800776363018606,24.400388181509303,NL63_S1,Ordered,rho_05,Direct,Bounded
1,NA,NA,NA,b0,-36.800776363018606,24.400388181509303,NL63_S1,Ordered,rho_05,Direct,Bounded
1,0.3593555829524189,2.782759048250008,0.005389881821332334,b1,-36.800776363018606,24.400388181509303,NL63_S1,Ordered,rho_05,Direct,Bounded
12.428043153716418,7.223786861766481,1.7204332563429627,0.0853537162015742,b2,-36.800776363018606,24.400388181509303,NL63_S1,Ordered,rho_05,Direct,Bounded
1,0.5927188951650452,1.6871404103315208,0.09157635633354702,lambda_3,-36.800776363018606,24.400388181509303,NL63_S1,Ordered,rho_05,Direct,Bounded
0.19534736858531132,0.00982610467579756,19.880448563352545,6.009419628670438e-88,sigma,-36.800776363018606,24.400388181509303,NL63_S1,Ordered,rho_05,Direct,Bounded
10.35535009128084,5.693884296037314,1.8186794028265898,0.0689603558926372,rho_m,-61.08507439509444,36.54253719754722,NL63_S1,Ordered,rho_05,Direct,Unbounded
0.08686519884518533,0.07512562318768577,1.1562659337703018,0.2475723980084317,b0,-61.08507439509444,36.54253719754722,NL63_S1,Ordered,rho_05,Direct,Unbounded
5.8720727540683795,5.093997588503028,1.1527435284463894,0.24901566937491545,b1,-61.08507439509444,36.54253719754722,NL63_S1,Ordered,rho_05,Direct,Unbounded
14.378660108010843,5.942472193192193,2.41964280867537,0.015535759128229708,b2,-61.08507439509444,36.54253719754722,NL63_S1,Ordered,rho_05,Direct,Unbounded
1,0.424450297937244,2.355988451085626,0.01847349202486361,lambda_3,-61.08507439509444,36.54253719754722,NL63_S1,Ordered,rho_05,Direct,Unbounded
0.17562289402859077,0.011681773917374455,15.033923381052988,4.4014611402459836e-51,sigma,-61.08507439509444,36.54253719754722,NL63_S1,Ordered,rho_05,Direct,Unbounded
6.3374701823391115,3.0539625608995395,2.0751630237642535,0.03797142830351928,rho_m,-43.51853387902566,27.75926693951283,NL63_S1,Ordered,rho_05,Laddered,Bounded
1,NA,NA,NA,b0,-43.51853387902566,27.75926693951283,NL63_S1,Ordered,rho_05,Laddered,Bounded
1,NA,NA,NA,b1,-43.51853387902566,27.75926693951283,NL63_S1,Ordered,rho_05,Laddered,Bounded
5.479475541564713,3.4196982700327725,1.6023271964026817,0.10908327470479921,b2,-43.51853387902566,27.75926693951283,NL63_S1,Ordered,rho_05,Laddered,Bounded
1,0.6295026829786607,1.5885555805230755,0.11216076338697313,lambda_3,-43.51853387902566,27.75926693951283,NL63_S1,Ordered,rho_05,Laddered,Bounded
0.18967591786316365,0.0070520294523832554,26.89664289462973,2.404062207953997e-159,sigma,-43.51853387902566,27.75926693951283,NL63_S1,Ordered,rho_05,Laddered,Bounded
5.407465762690415,0.8121847939901229,6.657925391738098,2.7771968012474288e-11,rho_m,-262.6691677353168,137.3345838676584,NL63_S1,Ordered,rho_05,Laddered,Unbounded
0.003816881039509201,5.739787788110832e-4,6.649864385954018,2.9336319551374634e-11,b0,-262.6691677353168,137.3345838676584,NL63_S1,Ordered,rho_05,Laddered,Unbounded
7.069936458549829,0.004063286239564228,1739.955307531584,0,b1,-262.6691677353168,137.3345838676584,NL63_S1,Ordered,rho_05,Laddered,Unbounded
12.998122371803802,0.03571274514688779,363.9631262828456,0,b2,-262.6691677353168,137.3345838676584,NL63_S1,Ordered,rho_05,Laddered,Unbounded
1,0.07650634702389726,13.070810970593636,4.83473365303228e-39,lambda_3,-262.6691677353168,137.3345838676584,NL63_S1,Ordered,rho_05,Laddered,Unbounded
0.0729454689477269,0.0051519189728468215,14.158892896450011,1.6456631931195558e-45,sigma,-262.6691677353168,137.3345838676584,NL63_S1,Ordered,rho_05,Laddered,Unbounded
11.09760625715523,6.792654380819627,1.6337657762319642,0.10230804101878449,rho_m,-39.351226528301005,25.675613264150503,OC43_HE,Ordered,rho_05,Direct,Bounded
1,NA,NA,NA,b0,-39.351226528301005,25.675613264150503,OC43_HE,Ordered,rho_05,Direct,Bounded
1,0.3164249597961055,3.1603069512732787,0.0015760300683577947,b1,-39.351226528301005,25.675613264150503,OC43_HE,Ordered,rho_05,Direct,Bounded
10.280677009683494,5.466493548476729,1.880671205136292,0.060016658997452926,b2,-39.351226528301005,25.675613264150503,OC43_HE,Ordered,rho_05,Direct,Bounded
1,0.6170576691307343,1.6205940709054418,0.10510472465508522,lambda_3,-39.351226528301005,25.675613264150503,OC43_HE,Ordered,rho_05,Direct,Bounded
0.19355291245136488,0.004150133368613379,46.63775721406124,0,sigma,-39.351226528301005,25.675613264150503,OC43_HE,Ordered,rho_05,Direct,Bounded
11.230761989411008,6.248285693615055,1.7974149294881638,0.07226977236128948,rho_m,-55.13664224824133,33.568321124120665,OC43_HE,Ordered,rho_05,Direct,Unbounded
0.19568170526151016,0.13390116089381202,1.461389161642087,0.14390867338825514,b0,-55.13664224824133,33.568321124120665,OC43_HE,Ordered,rho_05,Direct,Unbounded
3.422760682783945,2.4589325362542658,1.3919701465245953,0.1639314383123728,b1,-55.13664224824133,33.568321124120665,OC43_HE,Ordered,rho_05,Direct,Unbounded
10.971211291936518,5.703267248215819,1.9236712597272547,0.0543958026977815,b2,-55.13664224824133,33.568321124120665,OC43_HE,Ordered,rho_05,Direct,Unbounded
1,0.6033140751483056,1.6575114707114726,0.09741611171719212,lambda_3,-55.13664224824133,33.568321124120665,OC43_HE,Ordered,rho_05,Direct,Unbounded
0.1807050753037481,0.013231953708621664,13.656719127274792,1.8409293567761712e-42,sigma,-55.13664224824133,33.568321124120665,OC43_HE,Ordered,rho_05,Direct,Unbounded
6.9618482086642315,2.889283185462526,2.4095416619917636,0.01597257230054055,rho_m,-51.18360222572014,31.59180111286007,OC43_HE,Ordered,rho_05,Laddered,Bounded
1,NA,NA,NA,b0,-51.18360222572014,31.59180111286007,OC43_HE,Ordered,rho_05,Laddered,Bounded
1,NA,NA,NA,b1,-51.18360222572014,31.59180111286007,OC43_HE,Ordered,rho_05,Laddered,Bounded
4.483009711965684,3.2637125452177034,1.3735920825915287,0.16956835626165961,b2,-51.18360222572014,31.59180111286007,OC43_HE,Ordered,rho_05,Laddered,Bounded
1,0.6364737071380472,1.5711568110120002,0.11614622921948779,lambda_3,-51.18360222572014,31.59180111286007,OC43_HE,Ordered,rho_05,Laddered,Bounded
0.18384796968947464,0.006025343420496443,30.512446653924822,1.781866289922633e-204,sigma,-51.18360222572014,31.59180111286007,OC43_HE,Ordered,rho_05,Laddered,Bounded
6.659774014126581,1.5970766806769368,4.16997761892295,3.046295540039698e-5,rho_m,-176.58611703225316,94.29305851612658,OC43_HE,Ordered,rho_05,Laddered,Unbounded
0.008071342462597223,0.0028277879689801093,2.8542954956797177,0.004313239152552467,b0,-176.58611703225316,94.29305851612658,OC43_HE,Ordered,rho_05,Laddered,Unbounded
5.351278406514924,1.6944238042663997,3.1581699885476753,0.0015876295140761333,b1,-176.58611703225316,94.29305851612658,OC43_HE,Ordered,rho_05,Laddered,Unbounded
9.631937796652009,NA,NA,NA,b2,-176.58611703225316,94.29305851612658,OC43_HE,Ordered,rho_05,Laddered,Unbounded
1,NA,NA,NA,lambda_3,-176.58611703225316,94.29305851612658,OC43_HE,Ordered,rho_05,Laddered,Unbounded
0.1067969668434413,NA,NA,NA,sigma,-176.58611703225316,94.29305851612658,OC43_HE,Ordered,rho_05,Laddered,Unbounded
123.88024520824321,NA,NA,NA,rho_m,-98.37171721922797,56.18585860961399,HKU1_S1,Ordered,rho_95,Direct,Bounded
1,NA,NA,NA,b0,-98.37171721922797,56.18585860961399,HKU1_S1,Ordered,rho_95,Direct,Bounded
1,NA,NA,NA,b1,-98.37171721922797,56.18585860961399,HKU1_S1,Ordered,rho_95,Direct,Bounded
1,NA,NA,NA,b2,-98.37171721922797,56.18585860961399,HKU1_S1,Ordered,rho_95,Direct,Bounded
110.84346486403058,NA,NA,NA,b3,-98.37171721922797,56.18585860961399,HKU1_S1,Ordered,rho_95,Direct,Bounded
0.0125,0.003635981495020546,3.4378612809549973,5.863279832361252e-4,lambda_4,-98.37171721922797,56.18585860961399,HKU1_S1,Ordered,rho_95,Direct,Bounded
0.15491768953898571,NA,NA,NA,sigma,-98.37171721922797,56.18585860961399,HKU1_S1,Ordered,rho_95,Direct,Bounded
32.692695598516295,0.003601121577845446,9078.475939175694,0,rho_m,-148.02398715834315,81.01199357917157,HKU1_S1,Ordered,rho_95,Direct,Unbounded
0.005763978272883838,0.0011369016950920688,5.0699003245105185,3.9802409853666367e-7,b0,-148.02398715834315,81.01199357917157,HKU1_S1,Ordered,rho_95,Direct,Unbounded
7.3010929751955285,0.09218916881454493,79.19686302718476,0,b1,-148.02398715834315,81.01199357917157,HKU1_S1,Ordered,rho_95,Direct,Unbounded
16.38182770731825,0.004924082089690237,3326.879489198117,0,b2,-148.02398715834315,81.01199357917157,HKU1_S1,Ordered,rho_95,Direct,Unbounded
17.583155824123004,3.9935764207985818,4.402859485184701,1.0683336364458477e-5,b3,-148.02398715834315,81.01199357917157,HKU1_S1,Ordered,rho_95,Direct,Unbounded
0.06279692107902977,0.015115234393608108,4.154544973883116,3.2593550733990196e-5,lambda_4,-148.02398715834315,81.01199357917157,HKU1_S1,Ordered,rho_95,Direct,Unbounded
0.12718043477539862,0.008113747063728315,15.674685663291855,2.253370147745538e-55,sigma,-148.02398715834315,81.01199357917157,HKU1_S1,Ordered,rho_95,Direct,Unbounded
5.713648928037179,1.3547306719547878,4.2175533826164555,2.469673642811244e-5,rho_m,-178.01025950986997,96.00512975493498,HKU1_S1,Ordered,rho_95,Laddered,Bounded
1,NA,NA,NA,b0,-178.01025950986997,96.00512975493498,HKU1_S1,Ordered,rho_95,Laddered,Bounded
1,NA,NA,NA,b1,-178.01025950986997,96.00512975493498,HKU1_S1,Ordered,rho_95,Laddered,Bounded
1,NA,NA,NA,b2,-178.01025950986997,96.00512975493498,HKU1_S1,Ordered,rho_95,Laddered,Bounded
32.222698190685634,2.2590221120393408e-4,142640.03003315657,0,b3,-178.01025950986997,96.00512975493498,HKU1_S1,Ordered,rho_95,Laddered,Bounded
0.021891799618047374,NA,NA,NA,lambda_4,-178.01025950986997,96.00512975493498,HKU1_S1,Ordered,rho_95,Laddered,Bounded
0.11298894570603897,NA,NA,NA,sigma,-178.01025950986997,96.00512975493498,HKU1_S1,Ordered,rho_95,Laddered,Bounded
5.855765345111138,0.9236050968530443,6.340118049438238,2.2958917642697525e-10,rho_m,-333.5313952912756,173.7656976456378,HKU1_S1,Ordered,rho_95,Laddered,Unbounded
0.1398623103452331,0.05114097568050854,2.7348385220295888,0.006241088434775483,b0,-333.5313952912756,173.7656976456378,HKU1_S1,Ordered,rho_95,Laddered,Unbounded
1.4510688374285519,0.5546655083846247,2.616115145963483,0.008893656003744916,b1,-333.5313952912756,173.7656976456378,HKU1_S1,Ordered,rho_95,Laddered,Unbounded
0.893928735599279,0.2015224949044616,4.435875687342375,9.169875663958522e-6,b2,-333.5313952912756,173.7656976456378,HKU1_S1,Ordered,rho_95,Laddered,Unbounded
23.089520270856923,5.774291481430265,3.998675914631479,6.369782903469805e-5,b3,-333.5313952912756,173.7656976456378,HKU1_S1,Ordered,rho_95,Laddered,Unbounded
0.04838878465695023,0.011930857369252116,4.055767591494011,4.996992734029865e-5,lambda_4,-333.5313952912756,173.7656976456378,HKU1_S1,Ordered,rho_95,Laddered,Unbounded
0.06097630724711536,0.0038839664657449808,15.699493748182901,1.5245380582117747e-55,sigma,-333.5313952912756,173.7656976456378,HKU1_S1,Ordered,rho_95,Laddered,Unbounded
5.379524714880521,1.4239954544861066,3.77776817891732,1.5824006925758247e-4,rho_m,-83.50061786532109,47.750308932660545,a_229E_S1,Ordered,rho_95,Direct,Bounded
1,NA,NA,NA,b0,-83.50061786532109,47.750308932660545,a_229E_S1,Ordered,rho_95,Direct,Bounded
1,0.3743336377888786,2.671413677666853,0.007553249711080838,b1,-83.50061786532109,47.750308932660545,a_229E_S1,Ordered,rho_95,Direct,Bounded
2.326955163062685,1.1463187450880186,2.0299372866697847,0.04236291436336557,b2,-83.50061786532109,47.750308932660545,a_229E_S1,Ordered,rho_95,Direct,Bounded
0.48174125243443844,0.13943806716519347,3.4548761484460013,5.505456604640796e-4,lambda_3,-83.50061786532109,47.750308932660545,a_229E_S1,Ordered,rho_95,Direct,Bounded
0.15857839982337874,0.009557948548573733,16.59125899427888,8.061265332978081e-62,sigma,-83.50061786532109,47.750308932660545,a_229E_S1,Ordered,rho_95,Direct,Bounded
5.503411219897656,1.2621837734724806,4.360229734816542,1.299259645904938e-5,rho_m,-123.83196251566005,67.91598125783003,a_229E_S1,Ordered,rho_95,Direct,Unbounded
0.11351999412932182,0.10061602432756915,1.128249648979789,0.2592145013210553,b0,-123.83196251566005,67.91598125783003,a_229E_S1,Ordered,rho_95,Direct,Unbounded
3.3060264917033577,3.2615440999055365,1.0136384456059047,0.3107553056388811,b1,-123.83196251566005,67.91598125783003,a_229E_S1,Ordered,rho_95,Direct,Unbounded
4.122844254296369,1.5085928263828847,2.7329072379202604,0.0062778010191157935,b2,-123.83196251566005,67.91598125783003,a_229E_S1,Ordered,rho_95,Direct,Unbounded
0.47289931873766033,0.0901435396516053,5.246069996423075,1.5537789048849592e-7,lambda_3,-123.83196251566005,67.91598125783003,a_229E_S1,Ordered,rho_95,Direct,Unbounded
0.13265441168042888,0.008823472850926517,15.03426303017404,4.378945098469994e-51,sigma,-123.83196251566005,67.91598125783003,a_229E_S1,Ordered,rho_95,Direct,Unbounded
5.3851311406748845,1.0443323015069983,5.1565302853354265,2.5156781042441297e-7,rho_m,-165.39727188804667,88.69863594402334,a_229E_S1,Ordered,rho_95,Laddered,Bounded
1,NA,NA,NA,b0,-165.39727188804667,88.69863594402334,a_229E_S1,Ordered,rho_95,Laddered,Bounded
1,NA,NA,NA,b1,-165.39727188804667,88.69863594402334,a_229E_S1,Ordered,rho_95,Laddered,Bounded
1,0.08414688888329565,11.883980658951186,1.4337345504112227e-32,b2,-165.39727188804667,88.69863594402334,a_229E_S1,Ordered,rho_95,Laddered,Bounded
0.5211556772544161,0.08819141900993308,5.909369450056336,3.4341971481091763e-9,lambda_3,-165.39727188804667,88.69863594402334,a_229E_S1,Ordered,rho_95,Laddered,Bounded
0.11037414541996984,0.004274553088781584,25.82121291454841,5.124374683774958e-147,sigma,-165.39727188804667,88.69863594402334,a_229E_S1,Ordered,rho_95,Laddered,Bounded
5.148574792826146,0.5442933930763609,9.459190315954897,3.1033688493404666e-21,rho_m,-308.52164546963536,160.26082273481768,a_229E_S1,Ordered,rho_95,Laddered,Unbounded
0.08648500384146862,0.026809988065569976,3.225850143235786,0.0012559910062449437,b0,-308.52164546963536,160.26082273481768,a_229E_S1,Ordered,rho_95,Laddered,Unbounded
2.2710591790269734,0.6668500654576149,3.4056518798847177,6.600628716135532e-4,b1,-308.52164546963536,160.26082273481768,a_229E_S1,Ordered,rho_95,Laddered,Unbounded
1.8738408420331447,0.2668849348351416,7.021156301649778,2.2003952748822595e-12,b2,-308.52164546963536,160.26082273481768,a_229E_S1,Ordered,rho_95,Laddered,Unbounded
0.4504169832874684,0.03058273987159361,14.727816578194567,4.272894053692628e-49,lambda_3,-308.52164546963536,160.26082273481768,a_229E_S1,Ordered,rho_95,Laddered,Unbounded
0.05859440649533333,0.0038979943529247516,15.031937245206281,4.535453051667679e-51,sigma,-308.52164546963536,160.26082273481768,a_229E_S1,Ordered,rho_95,Laddered,Unbounded
