time,Prop,Type,Group,strain_type,exposure,choose_rho,waning
1,0.5982274886252685,P,1,a_229E_S1,Variation,rho_95,Direct
1,0.04090490737333096,P,2,a_229E_S1,Variation,rho_95,Direct
1,0.09919343099872323,P,3,a_229E_S1,Variation,rho_95,Direct
1,0.13555299120448547,P,4,a_229E_S1,Variation,rho_95,Direct
1,0.12276544098234793,P,5,a_229E_S1,Variation,rho_95,Direct
2,0.4282742166768397,P,1,a_229E_S1,Variation,rho_95,Direct
2,0.044837278567512684,P,2,a_229E_S1,Variation,rho_95,Direct
2,0.12535349825297656,P,3,a_229E_S1,Variation,rho_95,Direct
2,0.20528532733393048,P,4,a_229E_S1,Variation,rho_95,Direct
2,0.1962362209392383,P,5,a_229E_S1,Variation,rho_95,Direct
3,0.3722471928824601,P,1,a_229E_S1,Variation,rho_95,Direct
3,0.04036689507820493,P,2,a_229E_S1,Variation,rho_95,Direct
3,0.1233983084850138,P,3,a_229E_S1,Variation,rho_95,Direct
3,0.23188698481678083,P,4,a_229E_S1,Variation,rho_95,Direct
3,0.23210056183139077,P,5,a_229E_S1,Variation,rho_95,Direct
4,0.35418182748033894,P,1,a_229E_S1,Variation,rho_95,Direct
4,0.0368717348989023,P,2,a_229E_S1,Variation,rho_95,Direct
4,0.11728328371742217,P,3,a_229E_S1,Variation,rho_95,Direct
4,0.24127678363073693,P,4,a_229E_S1,Variation,rho_95,Direct
4,0.2503863803192926,P,5,a_229E_S1,Variation,rho_95,Direct
5,0.34835851587330385,P,1,a_229E_S1,Variation,rho_95,Direct
5,0.03501315470077532,P,2,a_229E_S1,Variation,rho_95,Direct
5,0.11251383307704166,P,3,a_229E_S1,Variation,rho_95,Direct
5,0.2440053162352977,P,4,a_229E_S1,Variation,rho_95,Direct
5,0.2601091805266316,P,5,a_229E_S1,Variation,rho_95,Direct
10,0.3455980987578047,P,1,a_229E_S1,Variation,rho_95,Direct
10,0.03354601212754734,P,2,a_229E_S1,Variation,rho_95,Direct
10,0.10640259767244784,P,3,a_229E_S1,Variation,rho_95,Direct
10,0.24243108068978472,P,4,a_229E_S1,Variation,rho_95,Direct
10,0.27202221075239674,P,5,a_229E_S1,Variation,rho_95,Direct
15,0.34558849138757225,P,1,a_229E_S1,Variation,rho_95,Direct
15,0.033531345632783205,P,2,a_229E_S1,Variation,rho_95,Direct
15,0.10619277589965072,P,3,a_229E_S1,Variation,rho_95,Direct
15,0.2417137741403508,P,4,a_229E_S1,Variation,rho_95,Direct
15,0.27297361293964295,P,5,a_229E_S1,Variation,rho_95,Direct
20,0.3455884579500267,P,1,a_229E_S1,Variation,rho_95,Direct
20,0.033531239694279014,P,2,a_229E_S1,Variation,rho_95,Direct
20,0.10618720635150915,P,3,a_229E_S1,Variation,rho_95,Direct
20,0.2416252583384007,P,4,a_229E_S1,Variation,rho_95,Direct
20,0.2730678376657843,P,5,a_229E_S1,Variation,rho_95,Direct
25,0.34558845783365044,P,1,a_229E_S1,Variation,rho_95,Direct
25,0.033531239010383705,P,2,a_229E_S1,Variation,rho_95,Direct
25,0.10618706534022551,P,3,a_229E_S1,Variation,rho_95,Direct
25,0.24161555482471214,P,4,a_229E_S1,Variation,rho_95,Direct
25,0.27307768299102825,P,5,a_229E_S1,Variation,rho_95,Direct
30,0.3455884578332455,P,1,a_229E_S1,Variation,rho_95,Direct
30,0.033531239006193723,P,2,a_229E_S1,Variation,rho_95,Direct
30,0.10618706180695879,P,3,a_229E_S1,Variation,rho_95,Direct
30,0.24161451644971282,P,4,a_229E_S1,Variation,rho_95,Direct
30,0.2730787249038893,P,5,a_229E_S1,Variation,rho_95,Direct
35,0.3455884578332441,P,1,a_229E_S1,Variation,rho_95,Direct
35,0.0335312390061688,P,2,a_229E_S1,Variation,rho_95,Direct
35,0.10618706171897252,P,3,a_229E_S1,Variation,rho_95,Direct
35,0.24161440665010536,P,4,a_229E_S1,Variation,rho_95,Direct
35,0.2730788347915092,P,5,a_229E_S1,Variation,rho_95,Direct
40,0.345588457833244,P,1,a_229E_S1,Variation,rho_95,Direct
40,0.03353123900616862,P,2,a_229E_S1,Variation,rho_95,Direct
40,0.10618706171644891,P,3,a_229E_S1,Variation,rho_95,Direct
40,0.24161439436390098,P,4,a_229E_S1,Variation,rho_95,Direct
40,0.2730788470802375,P,5,a_229E_S1,Variation,rho_95,Direct
45,0.345588457833244,P,1,a_229E_S1,Variation,rho_95,Direct
45,0.03353123900616862,P,2,a_229E_S1,Variation,rho_95,Direct
45,0.10618706171637486,P,3,a_229E_S1,Variation,rho_95,Direct
45,0.2416143929768969,P,4,a_229E_S1,Variation,rho_95,Direct
45,0.27307884846731556,P,5,a_229E_S1,Variation,rho_95,Direct
50,0.345588457833244,P,1,a_229E_S1,Variation,rho_95,Direct
50,0.03353123900616862,P,2,a_229E_S1,Variation,rho_95,Direct
50,0.1061870617163727,P,3,a_229E_S1,Variation,rho_95,Direct
50,0.24161439282032773,P,4,a_229E_S1,Variation,rho_95,Direct
50,0.2730788486238869,P,5,a_229E_S1,Variation,rho_95,Direct
55,0.34558845783324393,P,1,a_229E_S1,Variation,rho_95,Direct
55,0.03353123900616861,P,2,a_229E_S1,Variation,rho_95,Direct
55,0.10618706171637267,P,3,a_229E_S1,Variation,rho_95,Direct
55,0.24161439280265398,P,4,a_229E_S1,Variation,rho_95,Direct
55,0.2730788486415606,P,5,a_229E_S1,Variation,rho_95,Direct
60,0.03353123900616861,P,2,a_229E_S1,Variation,rho_95,Direct
60,0.10618706171637267,P,3,a_229E_S1,Variation,rho_95,Direct
60,0.24161439280065905,P,4,a_229E_S1,Variation,rho_95,Direct
60,0.27307884864355575,P,5,a_229E_S1,Variation,rho_95,Direct
65,0.1061870617163727,P,3,a_229E_S1,Variation,rho_95,Direct
65,0.24161439280043387,P,4,a_229E_S1,Variation,rho_95,Direct
65,0.27307884864378085,P,5,a_229E_S1,Variation,rho_95,Direct
0,0.07352941176470588,M,2,a_229E_S1,Variation,rho_95,Laddered
0,0.15441176470588236,M,3,a_229E_S1,Variation,rho_95,Laddered
0,0.36764705882352944,M,4,a_229E_S1,Variation,rho_95,Laddered
0,0.2426470588235294,M,5,a_229E_S1,Variation,rho_95,Laddered
0,0.16176470588235295,P,1,a_229E_S1,Variation,rho_95,Laddered
0.125,0.03872416269957046,M,2,a_229E_S1,Variation,rho_95,Laddered
0.125,0.08132074166909797,M,3,a_229E_S1,Variation,rho_95,Laddered
0.125,0.1936208134978523,M,4,a_229E_S1,Variation,rho_95,Laddered
0.125,0.5469818173692338,P,1,a_229E_S1,Variation,rho_95,Laddered
0.25,0.02039420714228552,M,2,a_229E_S1,Variation,rho_95,Laddered
0.25,0.04282783499879963,M,3,a_229E_S1,Variation,rho_95,Laddered
0.25,0.10197103571142763,M,4,a_229E_S1,Variation,rho_95,Laddered
0.25,0.7359146314468448,P,1,a_229E_S1,Variation,rho_95,Laddered
0.375,0.010740546741497116,M,2,a_229E_S1,Variation,rho_95,Laddered
0.375,0.022555148157143965,M,3,a_229E_S1,Variation,rho_95,Laddered
0.375,0.053702733707485587,M,4,a_229E_S1,Variation,rho_95,Laddered
0.375,0.035443804246940484,M,5,a_229E_S1,Variation,rho_95,Laddered
0.375,0.821933776038699,P,1,a_229E_S1,Variation,rho_95,Laddered
0.5,0.005656519279829214,M,2,a_229E_S1,Variation,rho_95,Laddered
0.5,0.011878690487641359,M,3,a_229E_S1,Variation,rho_95,Laddered
0.5,0.028282596399146077,M,4,a_229E_S1,Variation,rho_95,Laddered
0.5,0.018666513623436413,M,5,a_229E_S1,Variation,rho_95,Laddered
0.5,0.8541896049964736,P,1,a_229E_S1,Variation,rho_95,Laddered
0.625,0.002979015357215035,M,2,a_229E_S1,Variation,rho_95,Laddered
0.625,0.006255932250151578,M,3,a_229E_S1,Variation,rho_95,Laddered
0.625,0.009830750678809619,M,5,a_229E_S1,Variation,rho_95,Laddered
0.625,0.8585567874075679,P,1,a_229E_S1,Variation,rho_95,Laddered
0.75,0.003294724980704251,M,3,a_229E_S1,Variation,rho_95,Laddered
0.75,0.8486475416842026,P,1,a_229E_S1,Variation,rho_95,Laddered
0.875,0.8316180990016742,P,1,a_229E_S1,Variation,rho_95,Laddered
0.875,0.03948690937274709,P,4,a_229E_S1,Variation,rho_95,Laddered
1,0.8112245284762859,P,1,a_229E_S1,Variation,rho_95,Laddered
1,0.00904286828195841,P,2,a_229E_S1,Variation,rho_95,Laddered
1,0.01385130789687234,P,3,a_229E_S1,Variation,rho_95,Laddered
1,0.04678212929643884,P,4,a_229E_S1,Variation,rho_95,Laddered
1,0.11413836381207282,P,5,a_229E_S1,Variation,rho_95,Laddered
2,0.6432968587913264,P,1,a_229E_S1,Variation,rho_95,Laddered
2,0.01915691678295687,P,2,a_229E_S1,Variation,rho_95,Laddered
2,0.037309142931599745,P,3,a_229E_S1,Variation,rho_95,Laddered
2,0.10338410086131287,P,4,a_229E_S1,Variation,rho_95,Laddered
2,0.1968235441533285,P,5,a_229E_S1,Variation,rho_95,Laddered
3,0.5117030429100913,P,1,a_229E_S1,Variation,rho_95,Laddered
3,0.030634446906809457,P,2,a_229E_S1,Variation,rho_95,Laddered
3,0.06381319109202693,P,3,a_229E_S1,Variation,rho_95,Laddered
3,0.14987583479643268,P,4,a_229E_S1,Variation,rho_95,Laddered
3,0.24397331848769885,P,5,a_229E_S1,Variation,rho_95,Laddered
4,0.4130032563573305,P,1,a_229E_S1,Variation,rho_95,Laddered
4,0.04328941487649152,P,2,a_229E_S1,Variation,rho_95,Laddered
4,0.08884498887701069,P,3,a_229E_S1,Variation,rho_95,Laddered
4,0.18406169120354543,P,4,a_229E_S1,Variation,rho_95,Laddered
4,0.27080064659863456,P,5,a_229E_S1,Variation,rho_95,Laddered
5,0.3402584805076671,P,1,a_229E_S1,Variation,rho_95,Laddered
5,0.05597872678307103,P,2,a_229E_S1,Variation,rho_95,Laddered
5,0.10999352898067143,P,3,a_229E_S1,Variation,rho_95,Laddered
5,0.20770489480334692,P,4,a_229E_S1,Variation,rho_95,Laddered
5,0.2860643689368267,P,5,a_229E_S1,Variation,rho_95,Laddered
10,0.19386966170405262,P,1,a_229E_S1,Variation,rho_95,Laddered
10,0.09650442566105491,P,2,a_229E_S1,Variation,rho_95,Laddered
10,0.15801480121305017,P,3,a_229E_S1,Variation,rho_95,Laddered
10,0.24659993871574903,P,4,a_229E_S1,Variation,rho_95,Laddered
10,0.30501117270610706,P,5,a_229E_S1,Variation,rho_95,Laddered
15,0.17299356592382129,P,1,a_229E_S1,Variation,rho_95,Laddered
15,0.10578074249945878,P,2,a_229E_S1,Variation,rho_95,Laddered
15,0.16494263120570996,P,3,a_229E_S1,Variation,rho_95,Laddered
15,0.2501421925170637,P,4,a_229E_S1,Variation,rho_95,Laddered
15,0.30614086785394673,P,5,a_229E_S1,Variation,rho_95,Laddered
20,0.17070270190558504,P,1,a_229E_S1,Variation,rho_95,Laddered
20,0.10703873963888502,P,2,a_229E_S1,Variation,rho_95,Laddered
20,0.16563965730838817,P,3,a_229E_S1,Variation,rho_95,Laddered
20,0.2504106758794009,P,4,a_229E_S1,Variation,rho_95,Laddered
20,0.3062082252677409,P,5,a_229E_S1,Variation,rho_95,Laddered
25,0.17048958444967405,P,1,a_229E_S1,Variation,rho_95,Laddered
25,0.10717017387503192,P,2,a_229E_S1,Variation,rho_95,Laddered
25,0.16569863364221116,P,3,a_229E_S1,Variation,rho_95,Laddered
25,0.2504293665627729,P,4,a_229E_S1,Variation,rho_95,Laddered
25,0.3062122414703099,P,5,a_229E_S1,Variation,rho_95,Laddered
30,0.17047181366051223,P,1,a_229E_S1,Variation,rho_95,Laddered
30,0.10718195251943038,P,2,a_229E_S1,Variation,rho_95,Laddered
30,0.1657031464511741,P,3,a_229E_S1,Variation,rho_95,Laddered
30,0.25043060646388016,P,4,a_229E_S1,Variation,rho_95,Laddered
30,0.3062124809050032,P,5,a_229E_S1,Variation,rho_95,Laddered
35,0.1704704417968723,P,1,a_229E_S1,Variation,rho_95,Laddered
35,0.10718290699319026,P,2,a_229E_S1,Variation,rho_95,Laddered
35,0.16570346985669765,P,3,a_229E_S1,Variation,rho_95,Laddered
35,0.2504306861884705,P,4,a_229E_S1,Variation,rho_95,Laddered
35,0.3062124951647693,P,5,a_229E_S1,Variation,rho_95,Laddered
40,0.1704703421388337,P,1,a_229E_S1,Variation,rho_95,Laddered
40,0.10718297875552198,P,2,a_229E_S1,Variation,rho_95,Laddered
40,0.16570349190936035,P,3,a_229E_S1,Variation,rho_95,Laddered
40,0.25043069118643557,P,4,a_229E_S1,Variation,rho_95,Laddered
40,0.30621249600984835,P,5,a_229E_S1,Variation,rho_95,Laddered
45,0.1704703346849076,P,1,a_229E_S1,Variation,rho_95,Laddered
45,0.10718298425478391,P,2,a_229E_S1,Variation,rho_95,Laddered
45,0.16570349347647018,P,3,a_229E_S1,Variation,rho_95,Laddered
45,0.2504306915198336,P,4,a_229E_S1,Variation,rho_95,Laddered
45,0.30621249606400486,P,5,a_229E_S1,Variation,rho_95,Laddered
50,0.170470334131872,P,1,a_229E_S1,Variation,rho_95,Laddered
50,0.10718298467036688,P,2,a_229E_S1,Variation,rho_95,Laddered
50,0.1657034935878397,P,3,a_229E_S1,Variation,rho_95,Laddered
50,0.25043069154236597,P,4,a_229E_S1,Variation,rho_95,Laddered
50,0.3062124960675555,P,5,a_229E_S1,Variation,rho_95,Laddered
55,0.17047033409174858,P,1,a_229E_S1,Variation,rho_95,Laddered
55,0.10718298470095693,P,2,a_229E_S1,Variation,rho_95,Laddered
55,0.1657034935956277,P,3,a_229E_S1,Variation,rho_95,Laddered
55,0.25043069154387854,P,4,a_229E_S1,Variation,rho_95,Laddered
55,0.30621249606778833,P,5,a_229E_S1,Variation,rho_95,Laddered
60,0.10718298470316195,P,2,a_229E_S1,Variation,rho_95,Laddered
60,0.16570349359616549,P,3,a_229E_S1,Variation,rho_95,Laddered
60,0.2504306915439795,P,4,a_229E_S1,Variation,rho_95,Laddered
60,0.30621249606780365,P,5,a_229E_S1,Variation,rho_95,Laddered
65,0.1657034935962023,P,3,a_229E_S1,Variation,rho_95,Laddered
65,0.2504306915439863,P,4,a_229E_S1,Variation,rho_95,Laddered
65,0.30621249606780443,P,5,a_229E_S1,Variation,rho_95,Laddered
0,0.11764705882352941,M,2,NL63_S1,Variation,rho_95,Direct
0,0.20588235294117652,M,3,NL63_S1,Variation,rho_95,Direct
0,0.3529411764705883,M,4,NL63_S1,Variation,rho_95,Direct
0,0.10294117647058826,M,5,NL63_S1,Variation,rho_95,Direct
0,0.22058823529411767,P,1,NL63_S1,Variation,rho_95,Direct
0.125,0.04624237791297619,M,2,NL63_S1,Variation,rho_95,Direct
0.125,0.08092416134770834,M,3,NL63_S1,Variation,rho_95,Direct
0.125,0.1387271337389286,M,4,NL63_S1,Variation,rho_95,Direct
0.125,0.6362863895741713,P,1,NL63_S1,Variation,rho_95,Direct
0.25,0.018176289045708262,M,2,NL63_S1,Variation,rho_95,Direct
0.25,0.03180850582998945,M,3,NL63_S1,Variation,rho_95,Direct
0.25,0.7392251341102457,P,1,NL63_S1,Variation,rho_95,Direct
0.375,0.7288808990712298,P,1,NL63_S1,Variation,rho_95,Direct
0.375,0.08016672205775384,P,3,NL63_S1,Variation,rho_95,Direct
0.375,0.09396596449786646,P,4,NL63_S1,Variation,rho_95,Direct
0.5,0.6821160418858627,P,1,NL63_S1,Variation,rho_95,Direct
0.5,0.034311421148902364,P,2,NL63_S1,Variation,rho_95,Direct
0.5,0.10496200496829854,P,3,NL63_S1,Variation,rho_95,Direct
0.5,0.12876681850976524,P,4,NL63_S1,Variation,rho_95,Direct
0.5,0.03123916851694279,P,5,NL63_S1,Variation,rho_95,Direct
0.625,0.6278493109310734,P,1,NL63_S1,Variation,rho_95,Direct
0.625,0.039783383205029936,P,2,NL63_S1,Variation,rho_95,Direct
0.625,0.16076051826047288,P,4,NL63_S1,Variation,rho_95,Direct
0.625,0.03914716111976475,P,5,NL63_S1,Variation,rho_95,Direct
0.75,0.5763603426501621,P,1,NL63_S1,Variation,rho_95,Direct
0.75,0.04361130660793946,P,2,NL63_S1,Variation,rho_95,Direct
0.75,0.1410574266197065,P,3,NL63_S1,Variation,rho_95,Direct
0.75,0.18972143989549675,P,4,NL63_S1,Variation,rho_95,Direct
0.75,0.0463750389052956,P,5,NL63_S1,Variation,rho_95,Direct
0.875,0.5307758593164605,P,1,NL63_S1,Variation,rho_95,Direct
0.875,0.046108975799253195,P,2,NL63_S1,Variation,rho_95,Direct
0.875,0.15328121526197525,P,3,NL63_S1,Variation,rho_95,Direct
0.875,0.2157622285323687,P,4,NL63_S1,Variation,rho_95,Direct
0.875,0.05294192846228518,P,5,NL63_S1,Variation,rho_95,Direct
1,0.4915567362989351,P,1,NL63_S1,Variation,rho_95,Direct
1,0.04756925026083369,P,2,NL63_S1,Variation,rho_95,Direct
1,0.16242789975889318,P,3,NL63_S1,Variation,rho_95,Direct
1,0.23910758124872666,P,4,NL63_S1,Variation,rho_95,Direct
1,0.05889447824771755,P,5,NL63_S1,Variation,rho_95,Direct
2,0.3337704448516039,P,1,NL63_S1,Variation,rho_95,Direct
2,0.043478121023474856,P,2,NL63_S1,Variation,rho_95,Direct
2,0.17662653933301573,P,3,NL63_S1,Variation,rho_95,Direct
2,0.35587030039152107,P,4,NL63_S1,Variation,rho_95,Direct
2,0.09025441108967447,P,5,NL63_S1,Variation,rho_95,Direct
3,0.2943713164766471,P,1,NL63_S1,Variation,rho_95,Direct
3,0.03648375949729395,P,2,NL63_S1,Variation,rho_95,Direct
3,0.16118657632045272,P,3,NL63_S1,Variation,rho_95,Direct
3,0.40312458480229907,P,4,NL63_S1,Variation,rho_95,Direct
3,0.10483370257692139,P,5,NL63_S1,Variation,rho_95,Direct
4,0.28456561951784076,P,1,NL63_S1,Variation,rho_95,Direct
4,0.033034660468549006,P,2,NL63_S1,Variation,rho_95,Direct
4,0.1486345005956687,P,3,NL63_S1,Variation,rho_95,Direct
4,0.421852716599797,P,4,NL63_S1,Variation,rho_95,Direct
4,0.11191250352662342,P,5,NL63_S1,Variation,rho_95,Direct
5,0.2821255862023103,P,1,NL63_S1,Variation,rho_95,Direct
5,0.0316883132221233,P,2,NL63_S1,Variation,rho_95,Direct
5,0.14165099584156912,P,3,NL63_S1,Variation,rho_95,Direct
5,0.42900459216714487,P,4,NL63_S1,Variation,rho_95,Direct
5,0.11553051252888225,P,5,NL63_S1,Variation,rho_95,Direct
10,0.28131773766034673,P,1,NL63_S1,Variation,rho_95,Direct
10,0.030984409985746166,P,2,NL63_S1,Variation,rho_95,Direct
10,0.13554549948574982,P,3,NL63_S1,Variation,rho_95,Direct
10,0.43222920627856537,P,4,NL63_S1,Variation,rho_95,Direct
10,0.11992314656184705,P,5,NL63_S1,Variation,rho_95,Direct
15,0.28131696690524777,P,1,NL63_S1,Variation,rho_95,Direct
15,0.030982304831220664,P,2,NL63_S1,Variation,rho_95,Direct
15,0.13545194108248648,P,3,NL63_S1,Variation,rho_95,Direct
15,0.43189928223923896,P,4,NL63_S1,Variation,rho_95,Direct
15,0.12034950494180686,P,5,NL63_S1,Variation,rho_95,Direct
20,0.0309823000988374,P,2,NL63_S1,Variation,rho_95,Direct
20,0.13545072609450667,P,3,NL63_S1,Variation,rho_95,Direct
20,0.43184586426073707,P,4,NL63_S1,Variation,rho_95,Direct
20,0.12040414337548141,P,5,NL63_S1,Variation,rho_95,Direct
25,0.28131696616974383,P,1,NL63_S1,Variation,rho_95,Direct
25,0.030982300089214515,P,2,NL63_S1,Variation,rho_95,Direct
25,0.1354507106988619,P,3,NL63_S1,Variation,rho_95,Direct
25,0.4318386500163987,P,4,NL63_S1,Variation,rho_95,Direct
25,0.12041137302578112,P,5,NL63_S1,Variation,rho_95,Direct
30,0.2813169661697431,P,1,NL63_S1,Variation,rho_95,Direct
30,0.030982300089195752,P,2,NL63_S1,Variation,rho_95,Direct
30,0.13545071050461294,P,3,NL63_S1,Variation,rho_95,Direct
30,0.4318376906990579,P,4,NL63_S1,Variation,rho_95,Direct
30,0.12041233253739024,P,5,NL63_S1,Variation,rho_95,Direct
35,0.2813169661697431,P,1,NL63_S1,Variation,rho_95,Direct
35,0.03098230008919572,P,2,NL63_S1,Variation,rho_95,Direct
35,0.1354507105021677,P,3,NL63_S1,Variation,rho_95,Direct
35,0.43183756390173933,P,4,NL63_S1,Variation,rho_95,Direct
35,0.12041245933715419,P,5,NL63_S1,Variation,rho_95,Direct
40,0.2813169661697431,P,1,NL63_S1,Variation,rho_95,Direct
40,0.03098230008919572,P,2,NL63_S1,Variation,rho_95,Direct
40,0.13545071050213248,P,3,NL63_S1,Variation,rho_95,Direct
40,0.4318375466196769,P,4,NL63_S1,Variation,rho_95,Direct
40,0.1204124766192518,P,5,NL63_S1,Variation,rho_95,Direct
45,0.2813169661697431,P,1,NL63_S1,Variation,rho_95,Direct
45,0.03098230008919572,P,2,NL63_S1,Variation,rho_95,Direct
45,0.13545071050213203,P,3,NL63_S1,Variation,rho_95,Direct
45,0.431837544208304,P,4,NL63_S1,Variation,rho_95,Direct
45,0.12041247903062517,P,5,NL63_S1,Variation,rho_95,Direct
50,0.28131696616974305,P,1,NL63_S1,Variation,rho_95,Direct
50,0.135450710502132,P,3,NL63_S1,Variation,rho_95,Direct
50,0.4318375438718447,P,4,NL63_S1,Variation,rho_95,Direct
50,0.12041247936708449,P,5,NL63_S1,Variation,rho_95,Direct
55,0.28131696616974305,P,1,NL63_S1,Variation,rho_95,Direct
55,0.030982300089195714,P,2,NL63_S1,Variation,rho_95,Direct
55,0.135450710502132,P,3,NL63_S1,Variation,rho_95,Direct
55,0.43183754382489836,P,4,NL63_S1,Variation,rho_95,Direct
55,0.12041247941403072,P,5,NL63_S1,Variation,rho_95,Direct
60,0.28131696616974305,P,1,NL63_S1,Variation,rho_95,Direct
60,0.135450710502132,P,3,NL63_S1,Variation,rho_95,Direct
60,0.43183754381834805,P,4,NL63_S1,Variation,rho_95,Direct
60,0.12041247942058113,P,5,NL63_S1,Variation,rho_95,Direct
